alpha_H,alpha_W,beta_loss,init,l1_ratio,max_iter,n_components,reconstruction_error,frobenius_error,coherence_score,sparsity_W,sparsity_H,combined_score,run_id,timestamp
0.0,0.1,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.1,0.01,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.1,0.1,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.1,0.01,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.01,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.01,0.1,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.01,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.01,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.01,0.01,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.01,0.01,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.1,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.1,0.1,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.1,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.01,0.1,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.01,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.0,0.1,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.4834688274132508,1.0,0.0,0.5211386300269901,,
0.01,0.01,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.01,0.1,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.01,0.01,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.01,0.1,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.1,0.01,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.01,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.1,0.01,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.01,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.01,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.1,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.1,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.1,0.1,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.1,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.1,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.0,0.01,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.1,0.1,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.4793425635630157,1.0,0.0,0.516690865521579,,
0.01,0.1,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.01,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.01,0.01,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.01,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.1,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.1,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.01,0.1,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.01,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.01,0.01,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.1,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.01,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.0,0.1,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.1,0.1,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.1,0.01,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.1,0.1,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.1,0.01,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.4680888090726838,1.0,0.0,0.5045602670936916,,
0.1,0.1,frobenius,nndsvda,0.0,2000,15,219.0136982017334,219.01369820173343,0.4034113323287404,1.0,1.0,0.4348434007462145,,
0.1,0.1,frobenius,nndsvda,0.0,3000,15,219.0136982017334,219.01369820173343,0.4034113323287404,1.0,1.0,0.4348434007462145,,
0.01,0.01,frobenius,nndsvda,0.0,3000,15,219.013698176168,219.01369817616805,0.4009891345191753,0.4182764539509802,0.9321666666666668,0.4322324757814046,,
0.01,0.01,frobenius,nndsvda,0.0,2000,15,219.013698176168,219.01369817616805,0.4009891345191753,0.4182764539509802,0.9321666666666668,0.4322324757814046,,
0.01,0.01,frobenius,nndsvda,0.0,3000,10,219.01369819958617,219.0136981995861,0.4009891345191752,0.9937165134363208,0.9914,0.432232475749327,,
0.01,0.01,frobenius,nndsvda,0.0,2000,10,219.01369819958617,219.0136981995861,0.4009891345191752,0.9937165134363208,0.9914,0.432232475749327,,
0.01,0.01,frobenius,nndsvda,0.0,3000,12,219.01369819976105,219.0136981997611,0.4009891345191752,0.9995795720669072,0.9940833333333332,0.4322324757490873,,
0.01,0.01,frobenius,nndsvda,0.0,2000,12,219.01369819976105,219.0136981997611,0.4009891345191752,0.9995795720669072,0.9940833333333332,0.4322324757490873,,
0.1,0.01,frobenius,nndsvda,0.0,3000,10,219.01369820172457,219.0136982017246,0.4009891345191752,1.0,1.0,0.4322324757463978,,
0.1,0.01,frobenius,nndsvda,0.0,2000,10,219.01369820172457,219.0136982017246,0.4009891345191752,1.0,1.0,0.4322324757463978,,
0.1,0.01,frobenius,nndsvda,0.0,2000,12,219.01369820172533,219.01369820172536,0.4009891345191752,1.0,1.0,0.4322324757463967,,
0.1,0.01,frobenius,nndsvda,0.0,3000,12,219.01369820172533,219.01369820172536,0.4009891345191752,1.0,1.0,0.4322324757463967,,
0.01,0.1,frobenius,nndsvda,0.0,3000,10,219.01369820172587,219.01369820172596,0.4009891345191752,1.0,1.0,0.4322324757463959,,
0.1,0.01,frobenius,nndsvda,0.0,3000,15,219.013698201726,219.013698201726,0.4009891345191753,1.0,1.0,0.4322324757463959,,
0.1,0.01,frobenius,nndsvda,0.0,2000,15,219.013698201726,219.013698201726,0.4009891345191753,1.0,1.0,0.4322324757463959,,
0.01,0.1,frobenius,nndsvda,0.0,2000,10,219.01369820172587,219.01369820172596,0.4009891345191752,1.0,1.0,0.4322324757463959,,
0.01,0.1,frobenius,nndsvda,0.0,3000,12,219.01369820172675,219.01369820172675,0.4009891345191752,1.0,1.0,0.4322324757463948,,
0.01,0.1,frobenius,nndsvda,0.0,2000,12,219.01369820172675,219.01369820172675,0.4009891345191752,1.0,1.0,0.4322324757463948,,
0.01,0.1,frobenius,nndsvda,0.0,3000,15,219.0136982017276,219.0136982017276,0.4009891345191753,1.0,1.0,0.4322324757463937,,
0.01,0.1,frobenius,nndsvda,0.0,2000,15,219.0136982017276,219.0136982017276,0.4009891345191753,1.0,1.0,0.4322324757463937,,
0.1,0.1,frobenius,nndsvda,0.0,2000,10,219.0136982017334,219.01369820173343,0.4009891345191752,1.0,1.0,0.4322324757463857,,
0.1,0.1,frobenius,nndsvda,0.0,2000,12,219.0136982017334,219.01369820173343,0.4009891345191752,1.0,1.0,0.4322324757463857,,
0.1,0.1,frobenius,nndsvda,0.0,3000,10,219.0136982017334,219.01369820173343,0.4009891345191752,1.0,1.0,0.4322324757463857,,
0.1,0.1,frobenius,nndsvda,0.0,3000,12,219.0136982017334,219.01369820173343,0.4009891345191752,1.0,1.0,0.4322324757463857,,
0.01,0.1,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.1,0.0,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.01,0.0,frobenius,nndsvda,1.0,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.1,0.01,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.1,0.01,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.01,0.01,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.01,0.01,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.1,0.1,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.01,0.0,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.1,0.0,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.1,0.0,frobenius,nndsvda,1.0,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.01,0.1,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.1,0.1,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653797,,
0.01,0.0,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.1,0.0,frobenius,nndsvda,0.5,3000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.01,0.0,frobenius,nndsvda,0.5,2000,15,219.0136982017335,219.01369820173352,0.3116277034375413,0.6336745401352318,1.0,0.3359083879653797,,
0.01,0.0,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.1,0.1,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.1,0.1,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.1,0.1,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.1,0.1,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.1,0.01,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.01,0.0,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.01,0.01,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.01,0.1,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,1.0,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,1.0,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,1.0,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,0.5684845831509162,1.0,0.3359083879653796,,
0.1,0.0,frobenius,nndsvda,1.0,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,0.6017435598084795,1.0,0.3359083879653796,,
0.01,0.1,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.01,0.1,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.01,0.01,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.1,0.01,frobenius,nndsvda,0.5,2000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.1,0.01,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.1,0.01,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
0.01,0.1,frobenius,nndsvda,0.5,3000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.01,0.01,frobenius,nndsvda,0.5,2000,12,219.0136982017335,219.01369820173352,0.3116277034375412,1.0,1.0,0.3359083879653796,,
0.01,0.01,frobenius,nndsvda,0.5,3000,10,219.0136982017335,219.01369820173352,0.3116277034375413,1.0,1.0,0.3359083879653796,,
